-100	0.006365986	9.9985E-05	2.20452E-06	5.996E-08	1.896E-09	6.73938E-11	2.6353E-12	1.11678E-13	5.07309E-15	2.44969E-16	1.24917E-17	6.6911E-19	3.74829E-20	2.18794E-21	1.32663E-22	8.33321E-24	5.41014E-25	3.62285E-26	2.49777E-27	1.77017E-28	1.2877E-29	9.60249E-31	7.33183E-32	5.72578E-33	4.56905E-34	3.72216E-35	3.09304E-36	2.61977E-37	2.26007E-38	1.98461E-39	1.7728E-40	1.61E-41	1.48573E-42	1.39247E-43	1.32483E-44	1.27899E-45	1.25235E-46	1.24327E-47	1.2509E-48	1.27511E-49	1.3164E-50	1.37597E-51	1.45572E-52	1.55837E-53	1.68757E-54	1.84818E-55	2.04645E-56	2.29052E-57	2.59084E-58	2.9609E-59	3.41816E-60	3.98527E-61	4.69175E-62	5.57625E-63	6.68961E-64	8.09907E-65	9.89402E-66	1.21939E-66	1.51592E-67	1.90068E-68	2.40314E-69	3.06353E-70	3.93713E-71	5.1003E-72	6.65908E-73	8.76155E-74	1.16157E-74	1.5515E-75	2.08765E-76	2.82952E-77	3.86251E-78	5.30989E-79	7.35048E-80	1.02451E-80	1.43764E-81	2.03083E-82	2.88767E-83	4.13271E-84	5.9525E-85	8.62788E-86	1.25838E-86	1.84669E-87	2.72653E-88	4.04979E-89	6.051E-90	9.09418E-91	1.37471E-91	2.08997E-92	3.19537E-93	4.91277E-94	7.595E-95	1.18059E-95	1.84507E-96	2.89897E-97	4.57896E-98	7.2704E-99	1.1603E-99	1.8614E-100	3.0011E-101	4.863E-102	7.919E-103	1.2959E-103	2.131E-104	3.521E-105	5.8455E-106	9.7503E-107	1.634E-107	2.7509E-108	4.6525E-109	7.9045E-110	1.349E-110	2.3124E-111	3.9815E-112	6.8853E-113	1.1958E-113	2.0859E-114	3.6538E-115	6.4274E-116	1.1354E-116	2.0139E-117	0	0
-30	0.021212805	0.001109263	8.13528E-05	7.35286E-06	7.71865E-07	9.09915E-08	1.17885E-08	1.65353E-09	2.4837E-10	3.96179E-11	6.66693E-12	1.17732E-12	2.17217E-13	4.17187E-14	8.31481E-15	1.71511E-15	3.65293E-16	8.01697E-17	1.80973E-17	4.19523E-18	9.97258E-19	2.42777E-19	6.04567E-20	1.53834E-20	3.99586E-21	1.05859E-21	2.85787E-22	7.85649E-23	2.19774E-23	6.25179E-24	1.80736E-24	5.30703E-25	1.58195E-25	4.78465E-26	1.46765E-26	4.56366E-27	1.43796E-27	4.58932E-28	1.48306E-28	4.85091E-29	1.60545E-29	5.37454E-30	1.81939E-30	6.22624E-31	2.15338E-31	7.52485E-32	2.65612E-32	9.46821E-33	3.40767E-33	1.238E-33	4.53909E-34	1.67923E-34	6.26706E-35	2.3591E-35	8.95534E-36	3.42763E-36	1.32255E-36	5.14354E-37	2.01596E-37	7.96167E-38	3.16786E-38	1.26972E-38	5.12591E-39	2.084E-39	8.53169E-40	3.51664E-40	1.45924E-40	6.09507E-41	2.56235E-41	1.08407E-41	4.6152E-42	1.97694E-42	8.51969E-43	3.69351E-43	1.61064E-43	7.0642E-44	3.11597E-44	1.38215E-44	6.16463E-45	2.7645E-45	1.24638E-45	5.64899E-46	2.57364E-46	1.17856E-46	5.42431E-47	2.509E-47	1.16625E-47	5.44733E-48	2.55653E-48	1.2055E-48	5.71088E-49	2.7179E-49	1.29936E-49	6.2398E-50	3.00974E-50	1.45808E-50	7.0942E-51	3.46635E-51	1.70085E-51	8.38033E-52	4.14607E-52	2.05954E-52	1.02717E-52	5.1432E-53	2.58536E-53	1.30463E-53	6.60861E-54	3.36026E-54	1.71498E-54	8.78508E-55	4.51667E-55	2.33055E-55	1.20684E-55	6.27152E-56	3.2705E-56	1.71142E-56	8.98633E-57	4.73454E-57	2.5028E-57	1.32744E-57	1.5375E-141	2.0443E-189
-28	0.022726761	0.001273075	0.000100001	9.6791E-06	1.08792E-06	1.37298E-07	1.90396E-08	2.85811E-09	4.59375E-10	7.83952E-11	1.41119E-11	2.6653E-12	5.25859E-13	1.07985E-13	2.30077E-14	5.07264E-15	1.15461E-15	2.70764E-16	6.53E-17	1.61698E-17	4.10529E-18	1.06724E-18	2.83761E-19	7.70811E-20	2.13711E-20	6.04224E-21	1.74062E-21	5.10525E-22	1.52344E-22	4.62221E-23	1.42503E-23	4.46166E-24	1.41789E-24	4.5713E-25	1.49447E-25	4.95216E-26	1.66256E-26	5.65286E-27	1.94582E-27	6.77846E-28	2.38894E-28	8.51509E-29	3.06868E-29	1.11781E-29	4.11449E-30	1.52998E-30	5.74605E-31	2.17902E-31	8.34184E-32	3.22312E-32	1.25665E-32	4.94296E-33	1.96116E-33	7.84706E-34	3.16588E-34	1.28766E-34	5.279E-35	2.18112E-35	9.08064E-36	3.80888E-36	1.60939E-36	6.8493E-37	2.93559E-37	1.26692E-37	5.505E-38	2.40804E-38	1.06027E-38	4.69863E-39	2.09543E-39	9.40329E-40	4.24565E-40	1.92851E-40	8.81192E-41	4.04994E-41	1.87204E-41	8.70228E-42	4.06782E-42	1.9119E-42	9.03451E-43	4.29188E-43	2.04955E-43	9.83796E-44	4.74628E-44	2.30129E-44	1.12132E-44	5.4903E-45	2.7011E-45	1.33517E-45	6.63064E-46	3.30802E-46	1.65786E-46	8.34585E-47	4.21996E-47	2.14307E-47	1.09303E-47	5.59844E-48	2.87953E-48	1.48721E-48	7.71248E-49	4.01576E-49	2.09928E-49	1.10175E-49	5.8047E-50	3.07005E-50	1.62989E-50	8.68557E-51	4.64566E-51	2.49394E-51	1.34368E-51	7.26539E-52	3.94238E-52	2.14672E-52	1.17299E-52	6.43129E-53	3.5381E-53	1.95296E-53	1.08157E-53	6.00944E-54	3.34981E-54	1.87325E-54	7.6277E-128	3.7257E-166
-26	0.024473313	0.001476016	0.000124808	1.30013E-05	1.57246E-06	2.13495E-07	3.1845E-08	5.14086E-09	8.88405E-10	1.6298E-10	3.15317E-11	6.39942E-12	1.35648E-12	2.99206E-13	6.84638E-14	1.62076E-14	3.96037E-15	9.96833E-16	2.57985E-16	6.85417E-17	1.86672E-17	5.20478E-18	1.48394E-18	4.3217E-19	1.28439E-19	3.8918E-20	1.20132E-20	3.77481E-21	1.20656E-21	3.92047E-22	1.29419E-22	4.33791E-23	1.47556E-23	5.09106E-24	1.78087E-24	6.31304E-25	2.26696E-25	8.24292E-26	3.0338E-26	1.12982E-26	4.25601E-27	1.62118E-27	6.24254E-28	2.42924E-28	9.55082E-29	3.79278E-29	1.52094E-29	6.15748E-30	2.51611E-30	1.03752E-30	4.31634E-31	1.81133E-31	7.66581E-32	3.27128E-32	1.40734E-32	6.10275E-33	2.66703E-33	1.17445E-33	5.21054E-34	2.32865E-34	1.04818E-34	4.75141E-35	2.16871E-35	9.96597E-36	4.6102E-36	2.1466E-36	1.00592E-36	4.74355E-37	2.25075E-37	1.07445E-37	5.15984E-38	2.49249E-38	1.21097E-38	5.91695E-39	2.90726E-39	1.43633E-39	7.13463E-40	3.56284E-40	1.78852E-40	9.02461E-41	4.57685E-41	2.33279E-41	1.19487E-41	6.15E-42	3.18056E-42	1.65263E-42	8.62712E-43	4.5242E-43	2.3833E-43	1.26109E-43	6.70222E-44	3.57743E-44	1.91768E-44	1.03231E-44	5.58021E-45	3.0288E-45	1.65062E-45	9.03149E-46	4.96116E-46	2.73589E-46	1.51454E-46	8.41615E-47	4.69432E-47	2.62809E-47	1.47671E-47	8.32756E-48	4.71292E-48	2.67667E-48	1.5255E-48	8.72416E-49	5.00626E-49	2.88246E-49	1.66517E-49	9.65114E-50	5.61191E-50	3.27369E-50	1.91577E-50	1.12464E-50	6.6227E-51	3.91191E-51	2.893E-114	2.8688E-144
-24	0.026510489	0.001731603	0.000158537	1.78771E-05	2.33993E-06	3.43733E-07	5.54592E-08	9.68189E-09	1.80893E-09	3.58694E-10	7.49909E-11	1.64425E-11	3.76446E-12	8.96637E-13	2.21493E-13	5.65935E-14	1.4922E-14	4.05187E-15	1.13101E-15	3.24015E-16	9.51315E-17	2.85879E-17	8.78273E-18	2.75551E-18	8.82019E-19	2.87784E-19	9.56341E-20	3.23434E-20	1.11245E-20	3.88876E-21	1.38075E-21	4.97678E-22	1.82003E-22	6.74973E-23	2.53731E-23	9.66375E-24	3.72756E-24	1.45559E-24	5.75216E-25	2.29956E-25	9.29691E-26	3.79991E-26	1.56971E-26	6.5517E-27	2.76221E-27	1.17602E-27	5.05504E-28	2.1932E-28	9.60234E-29	4.2416E-29	1.88992E-29	8.49243E-30	3.8478E-30	1.75754E-30	8.09152E-31	3.75419E-31	1.75505E-31	8.2658E-32	3.92132E-32	1.87357E-32	9.01434E-33	4.36683E-33	2.12965E-33	1.04545E-33	5.16536E-34	2.56829E-34	1.28495E-34	6.46807E-35	3.2754E-35	1.66843E-35	8.54794E-36	4.40434E-36	2.28205E-36	1.18891E-36	6.22759E-37	3.27939E-37	1.73594E-37	9.23642E-38	4.93933E-38	2.65456E-38	1.43364E-38	7.78008E-39	4.24216E-39	2.32391E-39	1.27894E-39	7.07053E-40	3.92639E-40	2.19001E-40	1.22682E-40	6.90202E-41	3.89943E-41	2.21223E-41	1.2602E-41	7.20784E-42	4.13906E-42	2.38619E-42	1.381E-42	8.02315E-43	4.67881E-43	2.73871E-43	1.60899E-43	9.48718E-44	5.61407E-44	3.33393E-44	1.98679E-44	1.18808E-44	7.12886E-45	4.29196E-45	2.5926E-45	1.57124E-45	9.55337E-46	5.82725E-46	3.56571E-46	2.18871E-46	1.34764E-46	8.32317E-47	5.15602E-47	3.2036E-47	1.99639E-47	1.24773E-47	6.9429E-101	8.4317E-124
-22	0.028917358	0.002059734	0.00020558	2.5264E-05	3.60267E-06	5.76395E-07	1.01254E-07	1.92399E-08	3.91137E-09	8.43648E-10	1.91797E-10	4.57153E-11	1.13742E-11	2.94326E-12	7.89643E-13	2.19062E-13	6.26938E-14	1.84722E-14	5.59329E-15	1.73769E-15	5.53111E-16	1.80145E-16	5.99646E-17	2.03782E-17	7.06342E-18	2.4949E-18	8.97269E-19	3.28319E-19	1.22143E-19	4.61694E-20	1.77212E-20	6.90301E-21	2.72747E-21	1.09255E-21	4.43489E-22	1.82344E-22	7.59081E-23	3.19819E-23	1.36326E-23	5.87709E-24	2.56159E-24	1.12845E-24	5.02289E-25	2.25839E-25	1.02542E-25	4.70052E-26	2.17484E-26	1.01542E-26	4.78296E-27	2.27244E-27	1.08878E-27	5.2596E-28	2.56124E-28	1.25704E-28	6.21695E-29	3.09784E-29	1.55497E-29	7.86141E-30	4.00246E-30	2.05181E-30	1.05894E-30	5.50139E-31	2.87659E-31	1.51369E-31	8.01481E-32	4.26969E-32	2.28821E-32	1.23351E-32	6.68791E-33	3.64665E-33	1.99944E-33	1.10227E-33	6.10938E-34	3.40401E-34	1.90647E-34	1.07319E-34	6.0715E-35	3.45183E-35	1.97197E-35	1.13193E-35	6.52782E-36	3.78196E-36	2.20107E-36	1.28673E-36	7.55522E-37	4.45538E-37	2.63859E-37	1.5692E-37	9.3709E-38	5.61888E-38	3.38267E-38	2.0445E-38	1.24052E-38	7.55594E-39	4.61973E-39	2.83508E-39	1.74627E-39	1.07953E-39	6.69747E-40	4.16985E-40	2.60521E-40	1.63326E-40	1.02741E-40	6.48458E-41	4.10634E-41	2.60882E-41	1.66276E-41	1.06315E-41	6.81902E-42	4.38726E-42	2.83135E-42	1.83275E-42	1.1899E-42	7.74809E-43	5.05992E-43	3.31391E-43	2.17657E-43	1.43358E-43	9.46839E-44	6.27077E-44	8.45832E-88	8.5865E-105
-20	0.031804503	0.002490664	0.000273203	3.68831E-05	5.77552E-06	1.01426E-06	1.95488E-07	4.07392E-08	9.07952E-09	2.14606E-09	5.34433E-10	1.39479E-10	3.7983E-11	1.07534E-11	3.15519E-12	9.56903E-13	2.9927E-13	9.63223E-14	3.18476E-14	1.07999E-14	3.75083E-15	1.33243E-15	4.8357E-16	1.79107E-16	6.76365E-17	2.60183E-17	1.01871E-17	4.05665E-18	1.64182E-18	6.74908E-19	2.81618E-19	1.19214E-19	5.11704E-20	2.22597E-20	9.80904E-21	4.37675E-21	1.97659E-21	9.03136E-22	4.17351E-22	1.94989E-22	9.20742E-23	4.39287E-23	2.11696E-23	1.03017E-23	5.0608E-24	2.50918E-24	1.25528E-24	6.33501E-25	3.22441E-25	1.65485E-25	8.56216E-26	4.46517E-26	2.34661E-26	1.24255E-26	6.62795E-27	3.56096E-27	1.92666E-27	1.04961E-27	5.7566E-28	3.17806E-28	1.76584E-28	9.87369E-29	5.55504E-29	3.14427E-29	1.7903E-29	1.0253E-29	5.90545E-30	3.4204E-30	1.99196E-30	1.16632E-30	6.86502E-31	4.06176E-31	2.41543E-31	1.44358E-31	8.6699E-32	5.23213E-32	3.17247E-32	1.93256E-32	1.18265E-32	7.26985E-33	4.48863E-33	2.78348E-33	1.73347E-33	1.0841E-33	6.80801E-34	4.29275E-34	2.71763E-34	1.72725E-34	1.10206E-34	7.05852E-35	4.53791E-35	2.92825E-35	1.89646E-35	1.23265E-35	8.04036E-36	5.26291E-36	3.45676E-36	2.27817E-36	1.50644E-36	9.99427E-37	6.65211E-37	4.44179E-37	2.97528E-37	1.99918E-37	1.34744E-37	9.10924E-38	6.17667E-38	4.20056E-38	2.865E-38	1.9597E-38	1.34427E-38	9.24693E-39	6.37836E-39	4.41169E-39	3.05964E-39	2.1276E-39	1.48337E-39	1.0369E-39	7.26663E-40	5.10539E-40	4.06229E-75	2.76465E-87
-19	0.033475417	0.002758626	0.000318343	4.52021E-05	7.44272E-06	1.374E-06	2.78321E-07	6.09416E-08	1.42669E-08	3.54133E-09	9.25903E-10	2.53642E-10	7.2483E-11	2.15288E-11	6.62554E-12	2.10708E-12	6.9086E-13	2.33058E-13	8.07462E-14	2.8686E-14	1.04348E-14	3.88157E-15	1.47479E-15	5.7173E-16	2.25928E-16	9.09245E-17	3.72365E-17	1.55063E-17	6.56133E-18	2.81931E-18	1.22941E-18	5.43762E-19	2.43811E-19	1.10768E-19	5.09674E-20	2.37409E-20	1.11906E-20	5.3357E-21	2.57249E-21	1.25368E-21	6.17383E-22	3.07127E-22	1.54294E-22	7.82573E-23	4.00619E-23	2.06946E-23	1.07844E-23	5.66824E-24	3.00411E-24	1.60511E-24	8.64433E-25	4.69144E-25	2.56537E-25	1.41313E-25	7.84028E-26	4.38049E-26	2.46426E-26	1.39559E-26	7.95553E-27	4.56415E-27	2.63494E-27	1.53053E-27	8.94376E-28	5.25713E-28	3.10797E-28	1.84779E-28	1.10466E-28	6.63985E-29	4.0123E-29	2.43719E-29	1.48801E-29	9.13059E-30	5.63026E-30	3.48863E-30	2.17191E-30	1.35847E-30	8.53577E-31	5.3875E-31	3.41546E-31	2.17467E-31	1.39056E-31	8.92906E-32	5.7572E-32	3.72715E-32	2.42255E-32	1.58078E-32	1.03548E-32	6.8087E-33	4.49373E-33	2.97678E-33	1.97905E-33	1.32043E-33	8.84088E-34	5.93986E-34	4.00438E-34	2.70862E-34	1.83822E-34	1.25157E-34	8.54888E-35	5.85778E-35	4.02633E-35	2.77599E-35	1.91974E-35	1.33156E-35	9.26308E-36	6.46265E-36	4.52177E-36	3.17272E-36	2.23236E-36	1.57503E-36	1.11426E-36	7.90405E-37	5.62156E-37	4.00862E-37	2.86582E-37	2.05401E-37	1.47586E-37	1.06307E-37	7.67603E-38	5.55595E-38	5.75111E-69	4.18132E-79
-18	0.035331446	0.003072204	0.00037398	5.59987E-05	9.72044E-06	1.89124E-06	4.03628E-07	9.30883E-08	2.29472E-08	5.99595E-09	1.64976E-09	4.75465E-10	1.42906E-10	4.463E-11	1.44378E-11	4.82514E-12	1.66207E-12	5.8889E-13	2.14233E-13	7.98932E-14	3.0499E-14	1.19029E-14	4.74357E-15	1.92834E-15	7.98854E-16	3.36955E-16	1.44592E-16	6.30747E-17	2.79515E-17	1.25751E-17	5.74004E-18	2.65688E-18	1.24639E-18	5.92311E-19	2.85008E-19	1.388E-19	6.83867E-20	3.40749E-20	1.7164E-20	8.73733E-21	4.49335E-21	2.33378E-21	1.22383E-21	6.47786E-22	3.46E-22	1.86442E-22	1.01329E-22	5.55313E-23	3.06808E-23	1.70855E-23	9.58806E-24	5.42117E-24	3.08769E-24	1.77123E-24	1.02316E-24	5.95067E-25	3.48396E-25	2.05306E-25	1.21754E-25	7.26542E-26	4.36187E-26	2.63427E-26	1.60019E-26	9.77576E-27	6.00546E-27	3.70945E-27	2.30351E-27	1.43795E-27	9.02242E-28	5.68965E-28	3.60569E-28	2.29609E-28	1.46909E-28	9.44344E-29	6.09808E-29	3.95551E-29	2.57704E-29	1.68623E-29	1.10804E-29	7.31144E-30	4.84427E-30	3.22256E-30	2.15224E-30	1.44301E-30	9.71194E-31	6.56107E-31	4.44886E-31	3.02761E-31	2.06778E-31	1.41722E-31	9.74699E-32	6.72643E-32	4.65752E-32	3.23562E-32	2.25513E-32	1.5768E-32	1.10598E-32	7.78156E-33	5.49178E-33	3.88747E-33	2.76001E-33	1.96527E-33	1.40341E-33	1.00503E-33	7.21759E-34	5.19758E-34	3.75311E-34	2.71735E-34	1.97265E-34	1.43577E-34	1.0477E-34	7.66463E-35	5.62123E-35	4.1328E-35	3.04589E-35	2.25024E-35	1.66638E-35	1.2369E-35	9.20232E-36	6.86201E-36	5.78339E-63	2.58387E-71
-17	0.037405118	0.003442351	0.000443344	7.02107E-05	1.28852E-05	2.64959E-06	5.97432E-07	1.45521E-07	3.78734E-08	1.04445E-08	3.03199E-09	9.21626E-10	2.9206E-10	9.61371E-11	3.27691E-11	1.15354E-11	4.18401E-12	1.56048E-12	5.97386E-13	2.34362E-13	9.40885E-14	3.8605E-14	1.61698E-14	6.90654E-15	3.00533E-15	1.33112E-15	5.99624E-16	2.74508E-16	1.27628E-16	6.02237E-17	2.88246E-17	1.39859E-17	6.87582E-18	3.42334E-18	1.72532E-18	8.79828E-19	4.53792E-19	2.36636E-19	1.24714E-19	6.64059E-20	3.57125E-20	1.93919E-20	1.06287E-20	5.87867E-21	3.28023E-21	1.84606E-21	1.04761E-21	5.99328E-22	3.4558E-22	2.00798E-22	1.17546E-22	6.93132E-23	4.11623E-23	2.46141E-23	1.48181E-23	8.97963E-24	5.4766E-24	3.36113E-24	2.07548E-24	1.28929E-24	8.05604E-25	5.06262E-25	3.19932E-25	2.0329E-25	1.29867E-25	8.3398E-26	5.38321E-26	3.49229E-26	2.27675E-26	1.49147E-26	9.81673E-27	6.49129E-27	4.31189E-27	2.87699E-27	1.928E-27	1.29759E-27	8.7699E-28	5.95175E-28	4.0556E-28	2.77455E-28	1.90558E-28	1.3138E-28	9.0922E-29	6.31563E-29	4.40296E-29	3.08054E-29	2.1629E-29	1.52387E-29	1.07729E-29	7.64141E-30	5.43801E-30	3.8825E-30	2.78077E-30	1.99792E-30	1.43989E-30	1.04088E-30	7.54682E-31	5.48789E-31	4.00224E-31	2.92711E-31	2.14681E-31	1.57887E-31	1.16435E-31	8.60965E-32	6.38314E-32	4.74476E-32	3.53597E-32	2.64181E-32	1.97868E-32	1.48566E-32	1.11818E-32	8.43616E-33	6.37969E-33	4.83574E-33	3.67385E-33	2.79744E-33	2.13485E-33	1.63279E-33	1.25151E-33	9.61319E-34	3.96792E-57	6.46162E-64
